vehicle_id,vehicle_name,source_file,source_sheet,altitude_m,climb_time_setting_1_s,climb_time_wep_s,max_speed_wep_kmh,max_speed_wep_mps
bf_110_c_4,Bf 110 C-4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,450.0,125.0
bf_110_c_4,Bf 110 C-4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,75.0,69.0,471.0,130.83333333333334
bf_110_c_4,Bf 110 C-4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,150.0,137.0,492.0,136.66666666666666
bf_110_c_4,Bf 110 C-4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,227.0,204.0,506.0,140.55555555555554
bf_110_c_4,Bf 110 C-4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,307.0,280.0,520.0,144.44444444444443
bf_110_c_4,Bf 110 C-4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,396.0,363.0,532.0,147.77777777777777
bf_110_c_4,Bf 110 C-4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,507.0,466.0,522.0,145.0
ju_88_c_6,Ju 88 C-6,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,454.0,126.11111111111111
ju_88_c_6,Ju 88 C-6,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,111.0,86.0,475.0,131.94444444444443
ju_88_c_6,Ju 88 C-6,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,220.0,169.0,495.0,137.5
ju_88_c_6,Ju 88 C-6,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,332.0,255.0,507.0,140.83333333333334
ju_88_c_6,Ju 88 C-6,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,451.0,345.0,519.0,144.16666666666666
ju_88_c_6,Ju 88 C-6,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,578.0,442.0,528.0,146.66666666666666
ju_88_c_6,Ju 88 C-6,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,725.0,563.0,514.0,142.77777777777777
do_217_j_1,Do 217 J-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,461.0,128.05555555555554
do_217_j_1,Do 217 J-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,129.0,114.0,479.0,133.05555555555554
do_217_j_1,Do 217 J-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,267.0,233.0,496.0,137.77777777777777
do_217_j_1,Do 217 J-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,442.0,381.0,488.0,135.55555555555554
do_217_j_1,Do 217 J-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,629.0,540.0,493.0,136.94444444444443
do_217_j_1,Do 217 J-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,819.0,700.0,513.0,142.5
do_217_j_1,Do 217 J-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,1064.0,895.0,519.0,144.16666666666666
do_217_j_2,Do 217 J-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,461.0,128.05555555555554
do_217_j_2,Do 217 J-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,129.0,114.0,479.0,133.05555555555554
do_217_j_2,Do 217 J-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,267.0,233.0,496.0,137.77777777777777
do_217_j_2,Do 217 J-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,442.0,381.0,488.0,135.55555555555554
do_217_j_2,Do 217 J-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,629.0,540.0,493.0,136.94444444444443
do_217_j_2,Do 217 J-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,819.0,700.0,513.0,142.5
do_217_j_2,Do 217 J-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,1064.0,895.0,519.0,144.16666666666666
do_217_n_1,Do 217 N-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,458.0,127.22222222222221
do_217_n_1,Do 217 N-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,112.0,96.0,481.0,133.61111111111111
do_217_n_1,Do 217 N-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,222.0,189.0,505.0,140.27777777777777
do_217_n_1,Do 217 N-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,341.0,289.0,515.0,143.05555555555554
do_217_n_1,Do 217 N-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,471.0,,522.0,145.0
do_217_n_1,Do 217 N-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,615.0,,531.0,147.5
do_217_n_1,Do 217 N-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,782.0,,533.0,148.05555555555554
do_217_n_2,Do 217 N-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,457.0,126.94444444444444
do_217_n_2,Do 217 N-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,113.0,96.0,480.0,133.33333333333334
do_217_n_2,Do 217 N-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,223.0,191.0,503.0,139.72222222222223
do_217_n_2,Do 217 N-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,343.0,291.0,514.0,142.77777777777777
do_217_n_2,Do 217 N-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,474.0,,520.0,144.44444444444443
do_217_n_2,Do 217 N-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,618.0,,529.0,146.94444444444443
do_217_n_2,Do 217 N-2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,787.0,,531.0,147.5
me_410_a_1,Me 410 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,518.0,143.88888888888889
me_410_a_1,Me 410 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,66.0,59.0,540.0,150.0
me_410_a_1,Me 410 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,132.0,118.0,563.0,156.38888888888889
me_410_a_1,Me 410 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,198.0,177.0,586.0,162.77777777777777
me_410_a_1,Me 410 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,270.0,241.0,602.0,167.22222222222223
me_410_a_1,Me 410 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,348.0,311.0,614.0,170.55555555555554
me_410_a_1,Me 410 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,436.0,388.0,625.0,173.61111111111111
me_410_a_1_u2,Me 410 A-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,518.0,143.88888888888889
me_410_a_1_u2,Me 410 A-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,67.0,59.0,540.0,150.0
me_410_a_1_u2,Me 410 A-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,133.0,119.0,562.0,156.11111111111111
me_410_a_1_u2,Me 410 A-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,200.0,179.0,585.0,162.5
me_410_a_1_u2,Me 410 A-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,272.0,243.0,602.0,167.22222222222223
me_410_a_1_u2,Me 410 A-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,352.0,313.0,614.0,170.55555555555554
me_410_a_1_u2,Me 410 A-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,440.0,391.0,625.0,173.61111111111111
me_410_a_1_u4,Me 410 A-1/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,490.0,136.11111111111111
me_410_a_1_u4,Me 410 A-1/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,71.0,63.0,510.0,141.66666666666666
me_410_a_1_u4,Me 410 A-1/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,141.0,125.0,532.0,147.77777777777777
me_410_a_1_u4,Me 410 A-1/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,213.0,189.0,554.0,153.88888888888889
me_410_a_1_u4,Me 410 A-1/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,290.0,258.0,567.0,157.5
me_410_a_1_u4,Me 410 A-1/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,376.0,333.0,579.0,160.83333333333334
me_410_a_1_u4,Me 410 A-1/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,473.0,418.0,589.0,163.61111111111111
me_410_b_1,Me 410 B-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,530.0,147.22222222222223
me_410_b_1,Me 410 B-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,70.0,60.0,554.0,153.88888888888889
me_410_b_1,Me 410 B-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,138.0,120.0,578.0,160.55555555555554
me_410_b_1,Me 410 B-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,207.0,180.0,603.0,167.5
me_410_b_1,Me 410 B-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,282.0,246.0,619.0,171.94444444444443
me_410_b_1,Me 410 B-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,367.0,319.0,628.0,174.44444444444443
me_410_b_1,Me 410 B-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,462.0,401.0,638.0,177.22222222222223
me_410_b_1_u2,Me 410 B-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,530.0,147.22222222222223
me_410_b_1_u2,Me 410 B-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,70.0,61.0,554.0,153.88888888888889
me_410_b_1_u2,Me 410 B-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,139.0,121.0,578.0,160.55555555555554
me_410_b_1_u2,Me 410 B-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,209.0,182.0,602.0,167.22222222222223
me_410_b_1_u2,Me 410 B-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,285.0,248.0,618.0,171.66666666666666
me_410_b_1_u2,Me 410 B-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,370.0,322.0,626.0,173.88888888888889
me_410_b_1_u2,Me 410 B-1/U2,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,467.0,405.0,637.0,176.94444444444443
me_410_b_2_u4,Me 410 B-2/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,501.0,139.16666666666666
me_410_b_2_u4,Me 410 B-2/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,78.0,66.0,524.0,145.55555555555554
me_410_b_2_u4,Me 410 B-2/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,154.0,133.0,547.0,151.94444444444443
me_410_b_2_u4,Me 410 B-2/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,232.0,200.0,570.0,158.33333333333334
me_410_b_2_u4,Me 410 B-2/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,317.0,275.0,583.0,161.94444444444443
me_410_b_2_u4,Me 410 B-2/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,414.0,358.0,591.0,164.16666666666666
me_410_b_2_u4,Me 410 B-2/U4,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,526.0,454.0,599.0,166.38888888888889
me_410_b_6_r3,Me 410 B-6/R3,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,517.0,143.61111111111111
me_410_b_6_r3,Me 410 B-6/R3,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,73.0,63.0,540.0,150.0
me_410_b_6_r3,Me 410 B-6/R3,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,145.0,126.0,564.0,156.66666666666666
me_410_b_6_r3,Me 410 B-6/R3,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,218.0,190.0,588.0,163.33333333333334
me_410_b_6_r3,Me 410 B-6/R3,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,298.0,260.0,602.0,167.22222222222223
me_410_b_6_r3,Me 410 B-6/R3,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,388.0,338.0,612.0,170.0
me_410_b_6_r3,Me 410 B-6/R3,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,491.0,426.0,620.0,172.22222222222223
do_335_a_0,Do 335 A-0,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,619.0,171.94444444444443
do_335_a_0,Do 335 A-0,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,61.0,51.0,644.0,178.88888888888889
do_335_a_0,Do 335 A-0,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,121.0,101.0,670.0,186.11111111111111
do_335_a_0,Do 335 A-0,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,182.0,152.0,696.0,193.33333333333331
do_335_a_0,Do 335 A-0,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,248.0,206.0,715.0,198.61111111111111
do_335_a_0,Do 335 A-0,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,317.0,263.0,730.0,202.77777777777777
do_335_a_0,Do 335 A-0,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,391.0,324.0,746.0,207.22222222222223
do_335_a_1,Do 335 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,0.0,0.0,0.0,613.0,170.27777777777777
do_335_a_1,Do 335 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,1000.0,59.0,51.0,638.0,177.22222222222223
do_335_a_1,Do 335 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,2000.0,118.0,101.0,664.0,184.44444444444443
do_335_a_1,Do 335 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,3000.0,177.0,152.0,690.0,191.66666666666666
do_335_a_1,Do 335 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,4000.0,240.0,206.0,711.0,197.5
do_335_a_1,Do 335 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,5000.0,305.0,262.0,727.0,201.94444444444443
do_335_a_1,Do 335 A-1,WarThunder_FactChecker2.xlsx,Germany Heavy Fighters,6000.0,374.0,321.0,745.0,206.94444444444443
flegel_s_bf_109_a,Flegel's Bf 109 A,WarThunder_FactChecker2.xlsx,Germany National Premiums,0.0,0.0,0.0,417.0,115.83333333333333
flegel_s_bf_109_a,Flegel's Bf 109 A,WarThunder_FactChecker2.xlsx,Germany National Premiums,1000.0,90.0,77.0,431.0,119.72222222222221
flegel_s_bf_109_a,Flegel's Bf 109 A,WarThunder_FactChecker2.xlsx,Germany National Premiums,2000.0,178.0,161.0,434.0,120.55555555555556
flegel_s_bf_109_a,Flegel's Bf 109 A,WarThunder_FactChecker2.xlsx,Germany National Premiums,3000.0,277.0,249.0,441.0,122.5
flegel_s_bf_109_a,Flegel's Bf 109 A,WarThunder_FactChecker2.xlsx,Germany National Premiums,4000.0,376.0,343.0,446.0,123.88888888888889
flegel_s_bf_109_a,Flegel's Bf 109 A,WarThunder_FactChecker2.xlsx,Germany National Premiums,5000.0,497.0,460.0,438.0,121.66666666666666
flegel_s_bf_109_a,Flegel's Bf 109 A,WarThunder_FactChecker2.xlsx,Germany National Premiums,6000.0,656.0,612.0,428.0,118.88888888888889
he_112_b_1_u2,He 112 B-1/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,0.0,0.0,0.0,474.0,131.66666666666666
he_112_b_1_u2,He 112 B-1/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,1000.0,73.0,64.0,493.0,136.94444444444443
he_112_b_1_u2,He 112 B-1/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,2000.0,148.0,132.0,504.0,140.0
he_112_b_1_u2,He 112 B-1/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,3000.0,230.0,202.0,513.0,142.5
he_112_b_1_u2,He 112 B-1/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,4000.0,315.0,281.0,521.0,144.72222222222223
he_112_b_1_u2,He 112 B-1/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,5000.0,419.0,377.0,509.0,141.38888888888889
he_112_b_1_u2,He 112 B-1/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,6000.0,550.0,498.0,502.0,139.44444444444443
he_112_b_2_u2,He 112 B-2/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,0.0,0.0,0.0,473.0,131.38888888888889
he_112_b_2_u2,He 112 B-2/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,1000.0,75.0,65.0,492.0,136.66666666666666
he_112_b_2_u2,He 112 B-2/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,2000.0,152.0,135.0,504.0,140.0
he_112_b_2_u2,He 112 B-2/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,3000.0,237.0,209.0,506.0,140.55555555555554
he_112_b_2_u2,He 112 B-2/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,4000.0,322.0,288.0,524.0,145.55555555555554
he_112_b_2_u2,He 112 B-2/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,5000.0,427.0,384.0,515.0,143.05555555555554
he_112_b_2_u2,He 112 B-2/U2,WarThunder_FactChecker2.xlsx,Germany National Premiums,6000.0,563.0,507.0,503.0,139.72222222222223
bf_109_e_7_u_2,Bf 109 E-7/U-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,0.0,0.0,0.0,496.0,137.77777777777777
bf_109_e_7_u_2,Bf 109 E-7/U-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,1000.0,51.0,45.0,524.0,145.55555555555554
bf_109_e_7_u_2,Bf 109 E-7/U-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,2000.0,100.0,89.0,546.0,151.66666666666666
bf_109_e_7_u_2,Bf 109 E-7/U-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,3000.0,151.0,135.0,561.0,155.83333333333334
bf_109_e_7_u_2,Bf 109 E-7/U-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,4000.0,204.0,182.0,578.0,160.55555555555554
bf_109_e_7_u_2,Bf 109 E-7/U-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,5000.0,263.0,237.0,573.0,159.16666666666666
bf_109_e_7_u_2,Bf 109 E-7/U-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,6000.0,336.0,304.0,565.0,156.94444444444443
ta_154_a_1,Ta 154 A-1,WarThunder_FactChecker2.xlsx,Germany National Premiums,0.0,0.0,0.0,543.0,150.83333333333334
ta_154_a_1,Ta 154 A-1,WarThunder_FactChecker2.xlsx,Germany National Premiums,1000.0,67.0,55.0,565.0,156.94444444444443
ta_154_a_1,Ta 154 A-1,WarThunder_FactChecker2.xlsx,Germany National Premiums,2000.0,134.0,109.0,587.0,163.05555555555554
ta_154_a_1,Ta 154 A-1,WarThunder_FactChecker2.xlsx,Germany National Premiums,3000.0,203.0,165.0,610.0,169.44444444444443
ta_154_a_1,Ta 154 A-1,WarThunder_FactChecker2.xlsx,Germany National Premiums,4000.0,285.0,229.0,613.0,170.27777777777777
ta_154_a_1,Ta 154 A-1,WarThunder_FactChecker2.xlsx,Germany National Premiums,5000.0,368.0,295.0,614.0,170.55555555555554
ta_154_a_1,Ta 154 A-1,WarThunder_FactChecker2.xlsx,Germany National Premiums,6000.0,450.0,361.0,638.0,177.22222222222223
fw_190_d_13,Fw 190 D-13,WarThunder_FactChecker2.xlsx,Germany National Premiums,0.0,0.0,0.0,604.0,167.77777777777777
fw_190_d_13,Fw 190 D-13,WarThunder_FactChecker2.xlsx,Germany National Premiums,1000.0,55.0,45.0,624.0,173.33333333333334
fw_190_d_13,Fw 190 D-13,WarThunder_FactChecker2.xlsx,Germany National Premiums,2000.0,110.0,91.0,645.0,179.16666666666666
fw_190_d_13,Fw 190 D-13,WarThunder_FactChecker2.xlsx,Germany National Premiums,3000.0,166.0,141.0,664.0,184.44444444444443
fw_190_d_13,Fw 190 D-13,WarThunder_FactChecker2.xlsx,Germany National Premiums,4000.0,227.0,193.0,669.0,185.83333333333334
fw_190_d_13,Fw 190 D-13,WarThunder_FactChecker2.xlsx,Germany National Premiums,5000.0,293.0,246.0,687.0,190.83333333333334
fw_190_d_13,Fw 190 D-13,WarThunder_FactChecker2.xlsx,Germany National Premiums,6000.0,361.0,301.0,707.0,196.38888888888889
he_219_a_7,He 219 A-7,WarThunder_FactChecker2.xlsx,Germany National Premiums,0.0,0.0,0.0,497.0,138.05555555555554
he_219_a_7,He 219 A-7,WarThunder_FactChecker2.xlsx,Germany National Premiums,1000.0,90.0,78.0,520.0,144.44444444444443
he_219_a_7,He 219 A-7,WarThunder_FactChecker2.xlsx,Germany National Premiums,2000.0,178.0,154.0,543.0,150.83333333333334
he_219_a_7,He 219 A-7,WarThunder_FactChecker2.xlsx,Germany National Premiums,3000.0,265.0,229.0,566.0,157.22222222222223
he_219_a_7,He 219 A-7,WarThunder_FactChecker2.xlsx,Germany National Premiums,4000.0,358.0,310.0,577.0,160.27777777777777
he_219_a_7,He 219 A-7,WarThunder_FactChecker2.xlsx,Germany National Premiums,5000.0,457.0,396.0,588.0,163.33333333333334
he_219_a_7,He 219 A-7,WarThunder_FactChecker2.xlsx,Germany National Premiums,6000.0,565.0,489.0,600.0,166.66666666666666
do_335_b_2,Do 335 B-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,0.0,0.0,0.0,640.0,177.77777777777777
do_335_b_2,Do 335 B-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,1000.0,75.0,47.0,667.0,185.27777777777777
do_335_b_2,Do 335 B-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,2000.0,150.0,93.0,696.0,193.33333333333331
do_335_b_2,Do 335 B-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,3000.0,229.0,142.0,720.0,200.0
do_335_b_2,Do 335 B-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,4000.0,313.0,193.0,737.0,204.72222222222223
do_335_b_2,Do 335 B-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,5000.0,402.0,246.0,753.0,209.16666666666666
do_335_b_2,Do 335 B-2,WarThunder_FactChecker2.xlsx,Germany National Premiums,6000.0,498.0,302.0,771.0,214.16666666666666
yak_1b,Yak-1B,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,0.0,0.0,,530.0,147.22222222222223
yak_1b,Yak-1B,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,1000.0,49.0,,557.0,154.72222222222223
yak_1b,Yak-1B,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,2000.0,101.0,,577.0,160.27777777777777
yak_1b,Yak-1B,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,3000.0,156.0,,576.0,160.0
yak_1b,Yak-1B,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,4000.0,214.0,,605.0,168.05555555555554
yak_1b,Yak-1B,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,5000.0,282.0,,598.0,166.11111111111111
yak_1b,Yak-1B,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,6000.0,365.0,,590.0,163.88888888888889
p_47d,P-47D,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,0.0,0.0,0.0,560.0,155.55555555555554
p_47d,P-47D,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,1000.0,70.0,59.0,577.0,160.27777777777777
p_47d,P-47D,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,2000.0,142.0,118.0,594.0,165.0
p_47d,P-47D,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,3000.0,215.0,178.0,612.0,170.0
p_47d,P-47D,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,4000.0,289.0,240.0,631.0,175.27777777777777
p_47d,P-47D,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,5000.0,365.0,302.0,651.0,180.83333333333334
p_47d,P-47D,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,6000.0,443.0,367.0,669.0,185.83333333333334
la_5fn,La-5FN,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,0.0,0.0,0.0,561.0,155.83333333333334
la_5fn,La-5FN,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,1000.0,48.0,41.0,584.0,162.22222222222223
la_5fn,La-5FN,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,2000.0,97.0,87.0,600.0,166.66666666666666
la_5fn,La-5FN,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,3000.0,151.0,139.0,599.0,166.38888888888889
la_5fn,La-5FN,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,4000.0,213.0,200.0,592.0,164.44444444444443
la_5fn,La-5FN,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,5000.0,278.0,265.0,601.0,166.94444444444443
la_5fn,La-5FN,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,6000.0,353.0,339.0,621.0,172.5
tempest_mk_v,Tempest Mk V,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,0.0,0.0,0.0,605.0,168.05555555555554
tempest_mk_v,Tempest Mk V,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,1000.0,53.0,48.0,630.0,175.0
tempest_mk_v,Tempest Mk V,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,2000.0,106.0,98.0,651.0,180.83333333333334
tempest_mk_v,Tempest Mk V,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,3000.0,166.0,157.0,646.0,179.44444444444443
tempest_mk_v,Tempest Mk V,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,4000.0,233.0,217.0,654.0,181.66666666666666
tempest_mk_v,Tempest Mk V,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,5000.0,301.0,279.0,679.0,188.61111111111111
tempest_mk_v,Tempest Mk V,WarThunder_FactChecker2.xlsx,Germany Foreign Premiums,6000.0,374.0,350.0,692.0,192.22222222222223
yak_1,Yak -1,WarThunder_FactChecker2.xlsx,Yakovlev Design Bureau,0.0,0.0,0.0,512.0,142.22222222222223
yak_1,Yak -1,WarThunder_FactChecker2.xlsx,Yakovlev Design Bureau,1000.0,62.0,57.0,532.0,147.77777777777777
yak_1,Yak -1,WarThunder_FactChecker2.xlsx,Yakovlev Design Bureau,2000.0,124.0,113.0,554.0,153.88888888888889
yak_1,Yak -1,WarThunder_FactChecker2.xlsx,Yakovlev Design Bureau,3000.0,187.0,175.0,561.0,155.83333333333334
