vehicle_id,name,br,top_speed_sea_level_kph,top_speed_sea_level_mps,top_speed_sea_level_mph,top_speed_sea_level_knots,source
cl_13a_mk_5,CL-13A Mk.5,9.0,1114.0,309.44444444444446,692.207294,601.512098,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 144}"
hunter_f_1,Hunter F.1,9.0,1113.0,309.1666666666667,691.586136696,600.9721410000001,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 145}"
a32a,A32A,9.0,1109.0,308.05555555555554,689.100439,598.812313,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 146}"
f_86f_2_f_25,F-86F-2/F-25,9.0,1106.0,307.22222222222223,687.236326,597.192442,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 147}"
ffa_p_16,FFA P-16,9.0,1100.0,305.55555555555554,683.5081,593.9527,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 148}"
s_o_4050_iia,S.O.4050 IIA,9.0,1100.0,305.55555555555554,683.5081,593.9527,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 149}"
fj_4b,FJ-4B,9.0,1092.0,303.3333333333333,678.537132,589.633044,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 150}"
fj_4b_vmf_232,FJ-4B VMF-232,9.0,1092.0,303.3333333333333,678.537132,589.633044,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 151}"
g_91_r,G.91 R,9.0,1087.0,301.94444444444446,675.430277,586.933259,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 152}"
alpha_jet_a_e,Alpha Jet A/E,9.0,1077.0,299.1666666666667,669.216567,581.533689,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 153}"
a_4b,A-4B,9.0,1064.0,295.55555555555554,661.138744,574.5142480000001,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 154}"
venom_fb_4,Venom FB.4,9.0,1028.0,285.55555555555554,638.769585376,555.075796,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 155}"
scimitar_f_mk_1,Scimitar F Mk.1,8.7,1162.0,322.77777777777777,722.033325104,627.430034,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 156}"
mystere_iva,Mystere IVA,8.7,1116.0,310.0,693.450036,602.5920120000001,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 157}"
f_86f_2_f_25,F-86F-2/F-25,8.7,1106.0,307.22222222222223,687.236326,597.192442,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 158}"
swift_f_7,Swift F.7,8.7,1106.0,307.22222222222223,687.236326,597.192442,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 159}"
f_86f_30,F-86F-30,8.7,1106.0,307.22222222222223,687.236326,597.192442,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 160}"
f_84f,F-84F,8.7,1102.0,306.1111111111111,684.750842,595.032614,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 161}"
f_86a_5,F-86A-5,8.7,1092.0,303.3333333333333,678.537132,589.633044,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 162}"
g_91_r,G.91 R,8.7,1087.0,301.94444444444446,675.430277,586.933259,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 163}"
mig_15bis_j_2,MiG-15bis / J-2,8.7,1079.0,299.72222222222223,670.459309,582.613603,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 164}"
j29f,J29F,8.7,1053.0,292.5,654.303663,568.5747210000001,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 165}"
m_d_452c,M.D 452C,8.7,1048.0,291.1111111111111,651.196808,565.874936,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 166}"
javelin_f_mk_9,Javelin F. Mk.9,8.7,1041.0,289.1666666666667,646.8474108720001,562.095237,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 167}"
sea_vixen_faw_mk_2,Sea Vixen FAW Mk.2,8.3,1136.0,315.55555555555554,705.877674112,613.391152,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 168}"
a_4h,A-4H,8.3,1090.0,302.77777777777777,677.29439,588.55313,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 169}"
swift_f_1,Swift F.1,8.3,1072.0,297.77777777777777,666.109917824,578.8339040000001,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 170}"
mig_15,MiG-15,8.3,1056.0,293.3333333333333,656.167776,570.1945920000001,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 171}"
m_d_452a,M.D 452A,8.3,1033.0,286.94444444444446,641.876243,557.775581,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 172}"
f9f_8,F9F-8,8.3,1032.0,286.6666666666667,641.254872,557.235624,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 173}"
a29b,A29B,8.3,1014.0,281.6666666666667,630.070194,547.516398,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 174}"
g_91_pre,G.91 pre,8.3,1011.0,280.8333333333333,628.206081,545.896527,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 175}"
f9f_5,F9F-5,8.3,987.0,274.1666666666667,613.293177,532.937559,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 176}"
saab_105oe,SAAB 105OE,8.3,973.0,270.27777777777777,604.593983,525.378161,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 177}"
saab_105g,SAAB 105G,8.3,973.0,270.27777777777777,604.593983,525.378161,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 178}"
me_163_b_0,Me-163 B-0,8.3,969.0,269.1666666666667,602.108499,523.218333,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 179}"
f9f_2,F9F-2,8.3,948.0,263.3333333333333,589.059708,511.879236,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 180}"
la_200,La-200,8.0,1102.0,306.1111111111111,684.750842,595.032614,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 181}"
sagittario_2,Sagittario 2,8.0,1054.0,292.77777777777777,654.925034,569.114678,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 182}"
yak_30d,Yak-30D,8.0,1032.0,286.6666666666667,641.254872,557.235624,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 183}"
j29a,J29A,8.0,1014.0,281.6666666666667,630.070194,547.516398,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 184}"
me_262c2,Me-262C2,8.0,1008.0,280.0,626.341968,544.276656,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 185}"
f_84g,F-84G,8.0,980.0,272.22222222222223,608.94358,529.15786,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 186}"
sea_venom_faw_20,Sea Venom FAW 20,8.0,970.0,269.44444444444446,602.7300562400001,523.75829,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 187}"
me_163b,Me-163B,8.0,969.0,269.1666666666667,602.108499,523.218333,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 188}"
meteor_f_8,Meteor F.8,8.0,966.0,268.3333333333333,600.244571472,521.598462,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 189}"
ki_200,Ki-200,8.0,965.0,268.05555555555554,599.623015,521.058505,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 190}"
meteor_f_4_g_41g,Meteor F.4 G.41G,8.0,954.0,265.0,592.788117168,515.118978,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 191}"
la_15,La-15,8.0,945.0,262.5,587.195595,510.259365,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 192}"
la_174,La-174,8.0,945.0,262.5,587.195595,510.259365,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 193}"
f2h_2,F2H-2,8.0,936.0,260.0,581.603256,505.39975200000003,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 194}"
b_57b_no_bombs,B-57B (no bombs),8.0,936.0,260.0,581.603256,505.39975200000003,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 195}"
il_28_no_bombs_rockets,IL-28 (no bombs/rockets),8.0,850.0,236.11111111111111,528.16535,458.96345,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 196}"
me_262c1,Me-262C1,7.7,1008.0,280.0,626.341968,544.276656,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 198}"
mig_9i,Mig-9(I),7.7,963.0,267.5,598.380273,519.978591,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 199}"
f_84b,F-84B,7.7,953.0,264.72222222222223,592.166563,514.579021,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 200}"
meteor_nf_13,Meteor NF.13,7.7,950.0,263.88888888888886,590.30245,512.95915,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 201}"
m_d_450b_bouragan,M.D. 450B Bouragan,7.7,945.0,262.5,587.195595,510.259365,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 202}"
meteor_f_4_g41f,Meteor F.4 G41F,7.7,943.0,261.94444444444446,585.953034056,509.17945100000003,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 203}"
m_d_450b_ouragan,M.D. 450B Ouragan,7.7,943.0,261.94444444444446,585.952853,509.17945100000003,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 204}"
yak_23,Yak-23,7.7,929.0,258.05555555555554,577.253659,501.62005300000004,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 205}"
r2y2_v3,R2Y2 v3,7.7,889.0,246.94444444444443,552.398819,480.021773,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 206}"
ho_229,Ho-229,7.7,885.0,245.83333333333331,549.913335,477.861945,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 207}"
vampire_fb_52_a28b,Vampire FB 52 / A28B,7.7,869.0,241.38888888888889,539.971399,469.22263300000003,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 208}"
vampire_fb_5,Vampire FB 5,7.7,832.0,231.11111111111111,516.980831744,449.24422400000003,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 209}"
sea_hawk_fga_6,Sea Hawk FGA.6,7.3,946.0,262.77777777777777,587.817147632,510.799322,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 210}"
f_80c,F-80C,7.3,929.0,258.05555555555554,577.253659,501.62005300000004,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 211}"
f_89b,F-89B,7.3,920.0,255.55555555555554,571.66132,496.76044,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 212}"
attacker_fb1_2,Attacker FB1/2,7.3,918.0,255.0,570.418754256,495.68052600000004,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 213}"
mig_9,Mig-9,7.3,867.0,240.83333333333331,538.728657,468.142719,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 214}"
ar_234c3,Ar-234C3,7.3,861.0,239.16666666666666,535.000431,464.902977,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 215}"
r2y2_v2,R2Y2 v2,7.3,853.0,236.94444444444443,530.029463,460.583321,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 216}"
sea_meteor_f_3,Sea Meteor F.3,7.3,850.0,236.11111111111111,528.1655132,458.96345,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 217}"
me_262a_jabo,Me-262A-Jabo,7.3,839.0,233.05555555555554,521.330269,453.023923,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 218}"
sk60b,SK60B,7.3,727.0,201.94444444444443,451.736717,392.548739,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 219}"
su_11,Su-11,7.0,944.0,262.22222222222223,586.574224,509.71940800000004,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 220}"
f_80a,F-80A,7.0,882.0,245.0,548.049222,476.242074,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 221}"
su_9,Su-9,7.0,854.0,237.22222222222223,530.650834,461.123278,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 222}"
f3d_1,F3D-1,7.0,843.0,234.16666666666666,523.815753,455.18375100000003,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 223}"
me_262a1,Me-262A1,7.0,842.0,233.88888888888889,523.194382,454.643794,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 224}"
r2y2_v1,R2Y2 v1,7.0,837.0,232.5,520.087527,451.944009,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 225}"
meteor_f_3,Meteor F.3,7.0,790.0,219.44444444444443,490.88324168,426.56603,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 226}"
a_21rb,A-21RB,7.0,787.0,218.61111111111111,489.018977,424.946159,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 227}"
a2d_1,A2D-1,7.0,771.0,214.16666666666666,479.077041,416.306847,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 228}"
yak_17,Yak-17,7.0,730.0,202.77777777777777,453.60083000000003,394.16861,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 229}"
kikka,Kikka,6.7,875.0,243.05555555555554,543.699625,472.462375,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 230}"
he_162_a_2,He-162 A-2,6.7,846.0,235.0,525.6798660000001,456.803622,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 231}"
j_21ra,J-21RA,6.7,770.0,213.88888888888889,478.45567,415.76689,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 232}"
yak_15_15p,Yak-15/15P,6.7,745.0,206.94444444444443,462.921395,402.267965,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 233}"
p_59a,P-59A,6.7,671.0,186.38888888888889,416.939941,362.311147,"{'file': 'WarThunder_FactChecker1.xlsx', 'sheet': 'Sea level speed & Map Data', 'row': 234}"
